player_id,player_name,season,game_date,pts,min,fg_pct,home,opponent_id,opp_def_rating,injury_flag
1630217,Desmond Bane,2021-22,"Nov 30, 2021",23,33.0,0.5,0,1610612761,109.9,0
1630217,Desmond Bane,2021-22,"Oct 20, 2021",22,30.0,0.5,1,1610612739,108.9,0
1630217,Desmond Bane,2021-22,"Oct 23, 2021",19,31.0,0.467,0,1610612746,109.5,0
1630217,Desmond Bane,2021-22,"Oct 24, 2021",17,31.0,0.467,0,1610612747,112.8,0
1630217,Desmond Bane,2021-22,"Oct 27, 2021",19,23.0,0.583,0,1610612757,116.3,0
1630217,Desmond Bane,2021-22,"Oct 28, 2021",19,38.0,0.438,0,1610612744,106.6,0
1630217,Desmond Bane,2021-22,"Oct 30, 2021",17,26.0,0.462,1,1610612748,108.4,0
1629628,RJ Barrett,2021-22,"Apr 02, 2022",12,34.0,0.222,1,1610612739,108.9,0
1629628,RJ Barrett,2021-22,"Apr 03, 2022",27,33.0,0.45,0,1610612753,112.1,0
1629628,RJ Barrett,2021-22,"Apr 06, 2022",23,45.0,0.259,1,1610612751,112.3,0
1629628,RJ Barrett,2021-22,"Apr 08, 2022",14,15.0,0.6,0,1610612764,113.6,0
1629628,RJ Barrett,2021-22,"Dec 04, 2021",13,25.0,0.385,1,1610612743,111.5,0
1629628,RJ Barrett,2021-22,"Dec 07, 2021",32,39.0,0.55,0,1610612759,111.7,0
1629628,RJ Barrett,2021-22,"Dec 08, 2021",19,35.0,0.417,0,1610612754,115.5,0
1629628,RJ Barrett,2021-22,"Dec 10, 2021",19,30.0,0.313,0,1610612761,109.9,0
1629628,RJ Barrett,2021-22,"Dec 25, 2021",9,26.0,0.267,1,1610612737,113.7,0
1629628,RJ Barrett,2021-22,"Dec 28, 2021",8,24.0,0.3,0,1610612750,111.0,0
1629628,RJ Barrett,2021-22,"Dec 29, 2021",15,25.0,0.417,0,1610612765,113.3,0
1629628,RJ Barrett,2021-22,"Dec 31, 2021",26,36.0,0.5,0,1610612760,111.7,0
1629628,RJ Barrett,2021-22,"Feb 02, 2022",23,39.0,0.412,1,1610612763,108.9,0
1629628,RJ Barrett,2021-22,"Feb 05, 2022",36,50.0,0.464,0,1610612747,112.8,0
1629628,RJ Barrett,2021-22,"Feb 07, 2022",23,43.0,0.32,0,1610612762,110.0,0
1629628,RJ Barrett,2021-22,"Feb 08, 2022",18,35.0,0.368,0,1610612743,111.5,0
1629628,RJ Barrett,2021-22,"Feb 25, 2022",46,38.0,0.591,1,1610612748,108.4,0
1629628,RJ Barrett,2021-22,"Feb 27, 2022",24,38.0,0.409,1,1610612755,110.2,0
1629628,RJ Barrett,2021-22,"Jan 02, 2022",19,29.0,0.429,0,1610612761,109.9,0
1629628,RJ Barrett,2021-22,"Jan 04, 2022",32,42.0,0.6,1,1610612754,115.5,0
1629628,RJ Barrett,2021-22,"Jan 06, 2022",13,33.0,0.267,1,1610612738,106.2,0
1629628,RJ Barrett,2021-22,"Jan 08, 2022",19,43.0,0.333,0,1610612738,106.2,0
1629628,RJ Barrett,2021-22,"Jan 10, 2022",31,31.0,0.6,1,1610612759,111.7,0
1629628,RJ Barrett,2021-22,"Jan 12, 2022",32,41.0,0.591,1,1610612742,109.1,0
1629628,RJ Barrett,2021-22,"Jan 15, 2022",26,41.0,0.4,0,1610612737,113.7,0
1629628,RJ Barrett,2021-22,"Jan 17, 2022",18,39.0,0.389,1,1610612766,113.1,0
1629628,RJ Barrett,2021-22,"Jan 18, 2022",17,37.0,0.375,1,1610612750,111.0,0
1629628,RJ Barrett,2021-22,"Jan 20, 2022",17,28.0,0.462,1,1610612740,112.0,0
1629628,RJ Barrett,2021-22,"Jan 23, 2022",28,43.0,0.375,1,1610612746,109.5,0
